k,type,score,label
2,Kmeans,0.785619,0
2,Kmeans,0.788966,0
2,Kmeans,0.824161,1
2,Kmeans,0.774601,1
2,Kmeans,0.825182,1
2,Kmeans,0.563419,1
2,Kmeans,0.594097,1
2,Kmeans,0.792491,1
2,Kmeans,0.817597,1
2,Kmeans,0.825467,1
2,Kmeans,0.629359,1
2,Kmeans,0.770825,0
2,Kmeans,0.751351,0
2,Kmeans,0.802181,1
2,Kmeans,0.796547,0
2,Kmeans,0.806069,1
2,Kmeans,0.74225,0
2,Kmeans,0.152759,1
2,Kmeans,0.795929,0
2,Kmeans,0.735677,1
2,Kmeans,0.180765,0
2,Kmeans,0.825777,1
2,Kmeans,0.438101,1
2,Kmeans,0.802181,1
2,Kmeans,0.787553,1
2,Kmeans,0.219425,1
2,Kmeans,0.806898,1
2,Kmeans,0.811842,1
2,Kmeans,0.805024,0
2,Kmeans,0.700511,0
2,Kmeans,0.801973,1
2,Kmeans,0.806586,1
2,Kmeans,0.821892,1
2,Kmeans,0.746304,0
2,Kmeans,0.738096,1
2,Kmeans,0.740929,1
2,Kmeans,0.802181,1
2,Kmeans,0.812292,1
2,Kmeans,0.809395,1
2,Kmeans,0.658285,1
2,Kmeans,0.807029,1
2,Kmeans,0.157152,1
2,Kmeans,0.717885,1
2,Kmeans,0.770825,0
2,Kmeans,0.817597,1
2,Kmeans,0.825182,1
2,Kmeans,0.817597,1
2,Kmeans,0.639333,1
2,Kmeans,0.793496,0
2,Kmeans,0.796189,0
2,Kmeans,0.825467,1
2,Kmeans,0.191786,0
2,Kmeans,0.806586,1
2,Kmeans,0.797619,0
2,Kmeans,0.694846,1
2,Kmeans,0.804478,0
2,Kmeans,0.418106,0
2,Kmeans,0.679174,1
2,Kmeans,0.781429,0
2,Kmeans,0.811842,1
2,Kmeans,0.630195,0
2,Kmeans,0.352097,1
2,Kmeans,0.156046,0
2,Kmeans,0.768472,1
2,Kmeans,0.760485,1
2,Kmeans,0.54263,1
2,Kmeans,0.781192,0
2,Kmeans,0.809395,1
2,Kmeans,0.81595,1
2,Kmeans,0.745991,1
2,Kmeans,0.793288,1
2,Kmeans,0.714677,1
2,Kmeans,0.558984,1
2,Kmeans,0.825777,1
2,Kmeans,0.746226,0
2,Kmeans,0.781429,0
2,Kmeans,0.823782,1
2,Kmeans,0.757826,0
2,Kmeans,0.797617,1
2,Kmeans,0.825777,1
2,Kmeans,0.797201,0
2,Kmeans,0.452504,1
2,Kmeans,0.774601,1
2,Kmeans,0.825724,1
2,Kmeans,0.806069,1
2,Kmeans,0.696037,1
2,Kmeans,0.526552,1
2,Kmeans,0.76985,0
2,Kmeans,0.410505,0
2,Kmeans,0.7447,1
2,Kmeans,0.806898,1
2,Kmeans,0.756277,0
2,Kmeans,0.820714,1
2,Kmeans,0.666254,1
2,Kmeans,0.806209,1
2,Kmeans,0.789921,1
2,Kmeans,0.825467,1
2,Kmeans,0.118671,0
2,Kmeans,0.80818,1
2,Kmeans,0.793288,1
2,Kmeans,0.070395,1
2,Kmeans,0.812572,1
2,Kmeans,0.761002,0
2,Kmeans,0.80818,1
2,Kmeans,0.797926,0
2,Kmeans,0.805035,1
2,Kmeans,0.803424,1
2,Kmeans,0.825182,1
2,Kmeans,0.807029,1
2,Kmeans,0.159521,1
2,Kmeans,0.786755,0
2,Kmeans,0.619203,0
2,Kmeans,0.819267,1
2,Kmeans,0.781001,1
2,Kmeans,0.80818,1
2,Kmeans,0.708836,1
2,Kmeans,0.809395,1
2,Kmeans,0.786968,1
2,Kmeans,0.805512,1
2,Kmeans,0.689334,0
2,Kmeans,0.636713,1
2,Kmeans,0.825182,1
2,Kmeans,0.805512,1
2,Kmeans,0.740623,1
2,Kmeans,0.806586,1
2,Kmeans,0.775924,0
2,Kmeans,0.760485,1
2,Kmeans,0.729261,1
2,Kmeans,0.629359,1
2,Kmeans,0.789981,0
2,Kmeans,0.811842,1
2,Kmeans,0.797619,0
2,Kmeans,0.802194,0
2,Kmeans,0.805035,1
2,Kmeans,0.81486,1
2,Kmeans,0.704416,0
2,Kmeans,0.799068,1
2,Kmeans,0.80818,1
2,Kmeans,0.710727,1
2,Kmeans,0.575907,1
2,Kmeans,0.377596,0
2,Kmeans,0.023936,0
2,Kmeans,0.825467,1
2,Kmeans,0.632074,0
2,Kmeans,0.801436,1
2,Kmeans,0.811842,1
2,Kmeans,0.794464,0
2,Kmeans,0.746603,1
2,Kmeans,0.796189,0
2,Kmeans,0.524522,1
2,Kmeans,0.819795,1
2,Kmeans,0.492557,1
2,Kmeans,0.734439,1
2,Kmeans,0.797619,0
2,Kmeans,0.539945,0
2,Kmeans,0.377407,1
2,Kmeans,0.658285,1
2,Kmeans,0.80818,1
2,Kmeans,0.658285,1
2,Kmeans,0.802181,1
2,Kmeans,0.821643,1
2,Kmeans,0.770435,1
2,Kmeans,0.372539,1
2,Kmeans,0.789921,1
2,Kmeans,0.781001,1
2,Kmeans,0.656288,1
2,Kmeans,0.548987,1
2,Kmeans,0.786968,1
2,Kmeans,0.785619,0
2,Kmeans,0.806898,1
2,Kmeans,0.812292,1
2,Kmeans,0.09254,0
2,Kmeans,0.814932,1
2,Kmeans,0.786968,1
2,Kmeans,0.551024,1
2,Kmeans,0.714677,1
2,Kmeans,0.824161,1
2,Kmeans,0.792491,1
2,Kmeans,0.75801,1
2,Kmeans,0.822708,1
2,Kmeans,0.7447,1
2,Kmeans,0.824445,1
2,Kmeans,0.814354,1
2,Kmeans,0.81486,1
2,Kmeans,0.791848,0
2,Kmeans,0.802181,1
2,Kmeans,0.797201,0
2,Kmeans,0.792731,1
2,Kmeans,0.71087,0
2,Kmeans,0.806069,1
2,Kmeans,0.806069,1
2,Kmeans,0.048508,0
2,Kmeans,0.536657,1
2,Kmeans,0.807029,1
2,Kmeans,0.767728,1
2,Kmeans,0.793288,1
2,Kmeans,0.760485,1
2,Kmeans,0.322584,1
2,Kmeans,0.56425,1
2,Kmeans,0.797617,1
2,Kmeans,0.13379,0
2,Kmeans,0.797326,0
2,Kmeans,0.520399,1
2,Kmeans,0.802369,1
2,Kmeans,0.781001,1
2,Kmeans,0.822062,1
2,Kmeans,0.410044,1
2,Kmeans,0.601302,1
2,Kmeans,0.803714,1
2,Kmeans,0.825617,1
2,Kmeans,0.589142,0
2,Kmeans,0.38022,0
2,Kmeans,0.80818,1
2,Kmeans,0.795083,0
2,Kmeans,0.819023,1
2,Kmeans,0.80818,1
2,Kmeans,0.790176,0
2,Kmeans,0.786733,0
2,Kmeans,0.781001,1
2,Kmeans,0.62339,1
2,Kmeans,0.824445,1
2,Kmeans,0.277967,1
2,Kmeans,0.760485,1
2,Kmeans,0.792491,1
2,Kmeans,0.7447,1
2,Kmeans,0.422358,0
2,Kmeans,0.708886,1
2,Kmeans,0.729683,0
2,Kmeans,0.796547,0
2,Kmeans,0.46767,1
2,Kmeans,0.783302,0
2,Kmeans,0.757826,0
2,Kmeans,0.213823,0
2,Kmeans,0.817597,1
2,Kmeans,0.809395,1
2,Kmeans,0.797331,1
2,Kmeans,0.801722,0
2,Kmeans,0.819023,1
2,Kmeans,0.802181,1
2,Kmeans,0.806209,1
2,Kmeans,0.785905,1
2,Kmeans,0.822173,1
2,Kmeans,0.784125,0
2,Kmeans,0.707702,0
2,Kmeans,0.788966,0
2,Kmeans,0.541279,1
2,Kmeans,0.566147,0
2,Kmeans,0.775924,0
2,Kmeans,0.281062,0
2,Kmeans,0.59244,1
2,Kmeans,0.803395,0
2,Kmeans,0.795841,0
2,Kmeans,0.784125,0
2,Kmeans,0.825467,1
2,Kmeans,0.821643,1
2,Kmeans,0.7447,1
2,Kmeans,0.81486,1
2,Kmeans,0.760485,1
2,Kmeans,0.763353,1
2,Kmeans,0.573376,1
2,Kmeans,0.825777,1
2,Kmeans,0.793288,1
2,Kmeans,0.789981,0
2,Kmeans,0.806069,1
2,Kmeans,0.556624,0
2,Kmeans,0.777991,0
2,Kmeans,0.823425,1
2,Kmeans,0.805512,1
2,Kmeans,0.575426,1
2,Kmeans,0.812292,1
2,Kmeans,0.786968,1
2,Kmeans,0.700977,0
2,Kmeans,0.558373,1
2,Kmeans,0.824161,1
2,Kmeans,0.797617,1
2,Kmeans,0.727373,1
2,Kmeans,0.627089,0
2,Kmeans,0.819023,1
2,Kmeans,0.501785,0
2,Kmeans,0.774548,0
2,Kmeans,0.786733,0
2,Kmeans,0.806069,1
2,Kmeans,0.786968,1
2,Kmeans,0.736224,1
2,Kmeans,0.805512,1
2,Kmeans,0.797617,1
2,Kmeans,0.817597,1
2,Kmeans,0.795841,0
2,Kmeans,0.736224,1
2,Kmeans,0.801436,1
2,Kmeans,0.799068,1
2,Kmeans,0.553912,1
2,Kmeans,0.777847,0
2,Kmeans,0.727373,1
2,Kmeans,0.818187,1
2,Kmeans,0.797617,1
2,Kmeans,0.591718,1
2,Kmeans,0.825617,1
2,Kmeans,0.757826,0
2,Kmeans,0.805512,1
2,Kmeans,0.263053,0
2,Kmeans,0.80818,1
2,Kmeans,0.774601,1
2,Kmeans,0.628609,0
2,Kmeans,0.814932,1
2,Kmeans,0.736224,1
2,Kmeans,0.806586,1
2,Kmeans,0.825617,1
2,Kmeans,0.52769,1
2,Kmeans,0.806069,1
2,Kmeans,0.649373,0
2,Kmeans,0.795929,0
2,Kmeans,0.811842,1
2,Kmeans,0.811842,1
2,Kmeans,0.802181,1
2,Kmeans,0.679174,1
2,Kmeans,0.774601,1
2,Kmeans,0.699195,1
2,Kmeans,0.795841,0
2,Kmeans,0.665909,0
2,Kmeans,0.787554,0
2,Kmeans,0.792491,1
2,Kmeans,0.797617,1
2,Kmeans,0.625528,1
2,Kmeans,0.787952,0
2,Kmeans,0.824943,1
2,Kmeans,0.821643,1
2,Kmeans,0.805512,1
2,Kmeans,0.821643,1
2,Kmeans,0.786218,1
2,Kmeans,0.760485,1
2,Kmeans,0.824445,1
2,Kmeans,0.80818,1
2,Kmeans,0.262228,0
2,Kmeans,0.782217,1
2,Kmeans,0.809395,1
2,Kmeans,0.811215,1
2,Kmeans,0.803714,1
2,Kmeans,0.806898,1
2,Kmeans,0.670627,0
2,Kmeans,0.824161,1
2,Kmeans,0.816496,1
2,Kmeans,0.822173,1
2,Kmeans,0.805035,1
2,Kmeans,0.4609,1
2,Kmeans,0.805512,1
2,Kmeans,0.740623,1
2,Kmeans,0.825182,1
2,Kmeans,0.219665,1
2,Kmeans,0.781001,1
2,Kmeans,0.767728,1
2,Kmeans,0.797201,0
2,Kmeans,0.806069,1
2,Kmeans,0.619169,0
2,Kmeans,0.777916,1
2,Kmeans,0.810821,1
2,Kmeans,0.822173,1
2,Kmeans,0.736224,1
2,Kmeans,0.604802,0
2,Kmeans,0.807029,1
2,Kmeans,0.665586,1
2,Kmeans,0.727373,1
2,Kmeans,0.74225,0
2,Kmeans,0.49302,1
2,Kmeans,0.797617,1
2,Kmeans,0.767728,1
2,Kmeans,0.812292,1
2,Kmeans,0.708836,1
2,Kmeans,0.825617,1
2,Kmeans,0.284776,0
2,Kmeans,0.304474,0
2,Kmeans,0.789921,1
2,Kmeans,0.690525,0
2,Kmeans,0.795126,0
2,Kmeans,0.666343,1
2,Kmeans,0.794968,0
2,Kmeans,0.773982,0
2,Kmeans,0.708836,1
2,Kmeans,0.806113,1
2,Kmeans,0.385991,1
2,Kmeans,0.793484,1
2,Kmeans,0.812225,1
2,Kmeans,0.75296,0
2,Kmeans,0.792625,0
2,Kmeans,0.541279,1
2,Kmeans,0.703905,0
2,Kmeans,0.708836,1
2,Kmeans,0.570928,0
2,Kmeans,0.824461,1
2,Kmeans,0.752767,1
2,Kmeans,0.767728,1
2,Kmeans,0.794968,0
2,Kmeans,0.540512,1
2,Kmeans,0.803714,1
2,Kmeans,0.701173,1
2,Kmeans,0.781001,1
2,Kmeans,0.23816,1
2,Kmeans,0.825617,1
2,Kmeans,0.619365,1
2,Kmeans,0.811797,1
2,Kmeans,0.704552,1
2,Kmeans,0.806586,1
2,Kmeans,0.711281,0
2,Kmeans,0.807029,1
2,Kmeans,0.668827,1
2,Kmeans,0.673869,0
2,Kmeans,0.805512,1
2,Kmeans,0.814932,1
2,Kmeans,0.771577,1
2,Kmeans,0.806586,1
2,Kmeans,0.81486,1
2,Kmeans,0.736224,1
2,Kmeans,0.80818,1
2,Kmeans,0.825182,1
2,Kmeans,0.825777,1
2,Kmeans,0.825467,1
2,Kmeans,0.817122,1
2,Kmeans,0.645653,0
2,Kmeans,0.536657,1
2,Kmeans,0.789921,1
2,Kmeans,0.814932,1
2,Kmeans,0.825777,1
2,Kmeans,0.805035,1
2,Kmeans,0.791848,0
2,Kmeans,0.781001,1
2,Kmeans,0.817122,1
2,Kmeans,0.822708,1
2,Kmeans,0.725389,1
2,Kmeans,0.774601,1
2,Kmeans,0.73571,0
2,Kmeans,0.752767,1
2,Kmeans,0.806586,1
2,Kmeans,0.7447,1
2,Kmeans,0.730424,0
2,Kmeans,0.802181,1
2,Kmeans,0.805035,1
2,Kmeans,0.795929,0
2,Kmeans,0.816406,1
2,Kmeans,0.782217,1
2,Kmeans,0.774601,1
2,Kmeans,0.341071,1
2,Kmeans,0.045828,0
2,Kmeans,0.811017,1
2,Kmeans,0.760485,1
2,Kmeans,0.806586,1
2,Kmeans,0.752767,1
2,Kmeans,0.692609,1
2,Kmeans,0.792491,1
2,Kmeans,0.736224,1
2,Kmeans,0.823066,1
2,Kmeans,0.760485,1
2,Kmeans,0.825777,1
2,Kmeans,0.579701,0
2,Kmeans,0.824445,1
2,Kmeans,0.760485,1
2,Kmeans,0.713889,0
2,Kmeans,0.824445,1
2,Kmeans,0.749522,1
2,Kmeans,0.789583,0
2,Kmeans,0.801797,0
2,Kmeans,0.823066,1
2,Kmeans,0.806209,1
2,Kmeans,0.41835,1
2,Kmeans,0.574154,1
2,Kmeans,0.781001,1
2,Kmeans,0.811189,1
2,Kmeans,0.747737,0
2,Kmeans,0.825777,1
2,Kmeans,0.752767,1
2,Kmeans,0.802181,1
2,Kmeans,0.629826,1
2,Kmeans,0.814932,1
2,Kmeans,0.71087,0
2,Kmeans,0.614281,1
2,Kmeans,0.802181,1
2,Kmeans,0.819023,1
2,Kmeans,0.794332,0
2,Kmeans,0.802181,1
2,Kmeans,0.805512,1
2,Kmeans,0.824445,1
2,Kmeans,0.821643,1
2,Kmeans,0.767728,1
2,Kmeans,0.807029,1
2,Kmeans,0.806898,1
2,Kmeans,0.627572,0
2,Kmeans,0.2295,0
2,Kmeans,0.787554,0
2,Kmeans,0.802181,1
2,Kmeans,0.823425,1
2,Kmeans,0.806069,1
2,Kmeans,0.792084,1
2,Kmeans,0.810308,1
2,Kmeans,0.234066,1
2,Kmeans,0.825617,1
2,Kmeans,0.803714,1
2,Kmeans,0.797617,1
2,Kmeans,0.806586,1
2,Kmeans,0.160165,1
2,Kmeans,0.790887,0
2,Kmeans,0.801436,1
2,Kmeans,0.81486,1
2,Kmeans,0.825467,1
2,Kmeans,0.807029,1
2,Kmeans,0.789981,0
2,Kmeans,0.82022,1
2,Kmeans,0.801436,1
2,Kmeans,0.479262,1
2,Kmeans,0.689104,1
2,Kmeans,0.540621,1
2,Kmeans,0.791848,0
2,Kmeans,0.806069,1
2,Kmeans,0.8207,1
2,Kmeans,0.80818,1
2,Kmeans,0.781001,1
2,Kmeans,0.781556,1
2,Kmeans,0.72309,1
2,Kmeans,0.809395,1
2,Kmeans,0.809801,1
2,Kmeans,0.814932,1
2,Kmeans,0.796881,0
2,Kmeans,0.80818,1
2,Kmeans,0.015966,0
2,Kmeans,0.708836,1
2,Kmeans,0.814932,1
2,Kmeans,0.740949,1
2,Kmeans,0.822173,1
2,Kmeans,0.737328,1
2,Kmeans,0.805512,1
2,Kmeans,0.809395,1
2,Kmeans,0.810308,1
2,Kmeans,0.806898,1
2,Kmeans,0.13035,1
2,Kmeans,0.662159,0
2,Kmeans,0.248334,0
2,Kmeans,0.591336,1
2,Kmeans,0.810287,1
2,Kmeans,0.662651,0
2,Kmeans,0.803714,1
2,Kmeans,0.805117,0
2,Kmeans,0.806069,1
2,Kmeans,0.789921,1
2,Kmeans,0.812292,1
2,Kmeans,0.793593,0
2,Kmeans,0.821643,1
2,Kmeans,0.760485,1
2,Kmeans,0.796881,0
2,Kmeans,0.797484,0
2,Kmeans,0.786733,0
2,Kmeans,0.723772,0
2,Kmeans,0.792731,1
2,Kmeans,0.770825,0
2,Kmeans,0.824943,1
2,Kmeans,0.824161,1
2,Kmeans,0.793593,0
2,Kmeans,0.681725,0
2,Kmeans,0.805512,1
2,Kmeans,0.808314,1
2,Kmeans,0.070188,0
2,Kmeans,0.80124,0
2,Kmeans,0.75296,0
2,Kmeans,0.728043,1
2,Kmeans,0.811842,1
2,Kmeans,0.809395,1
2,Kmeans,0.668827,1
2,Kmeans,0.824445,1
2,Kmeans,0.584322,1
2,Kmeans,0.61926,1
2,Kmeans,0.665702,1
2,Kmeans,0.770825,0
2,Kmeans,0.601882,1
2,Kmeans,0.774029,0
2,Kmeans,0.816936,1
2,Kmeans,0.668406,0
2,Kmeans,0.796534,0
2,Kmeans,0.786218,1
2,Kmeans,0.795083,0
2,Kmeans,0.814703,1
2,Kmeans,0.777916,1
2,Kmeans,0.790887,0
2,Kmeans,0.806898,1
2,Kmeans,0.589142,0
2,Kmeans,0.807029,1
2,Kmeans,0.806586,1
2,Kmeans,0.609016,1
2,Kmeans,0.811189,1
2,Kmeans,0.816742,1
2,Kmeans,0.7447,1
2,Kmeans,0.796881,0
2,Kmeans,0.678289,1
2,Kmeans,0.825467,1
2,Kmeans,0.789921,1
2,Kmeans,0.74225,0
2,Kmeans,0.803485,0
2,Kmeans,0.774601,1
2,Kmeans,0.767728,1
2,Kmeans,0.53428,1
2,Kmeans,0.806898,1
2,Kmeans,0.65306,1
2,Kmeans,0.812292,1
2,Kmeans,0.795841,0
2,Kmeans,0.583143,1
2,Kmeans,0.802181,1
2,Kmeans,0.652122,1
2,Kmeans,0.784125,0
2,Kmeans,0.688454,1
2,Kmeans,0.75241,1
2,Kmeans,0.362394,1
2,Kmeans,0.817122,1
2,Kmeans,0.805035,1
2,Kmeans,0.796189,0
2,Kmeans,0.817597,1
2,Kmeans,0.763353,1
2,Kmeans,0.464572,1
2,Kmeans,0.817597,1
2,Kmeans,0.601738,1
2,Kmeans,0.570928,0
2,Kmeans,0.817597,1
2,Kmeans,0.114145,0
2,Kmeans,0.811842,1
2,Kmeans,0.825467,1
2,Kmeans,0.803714,1
2,Kmeans,0.65569,1
2,Kmeans,0.699195,1
2,Kmeans,0.825182,1
2,Kmeans,0.803714,1
2,Kmeans,0.809395,1
2,Kmeans,0.703905,0
2,Kmeans,0.824161,1
2,Kmeans,0.806069,1
2,Kmeans,0.796331,1
2,Kmeans,0.773322,1
2,Kmeans,0.814932,1
2,Kmeans,0.817122,1
2,Kmeans,0.81486,1
2,Kmeans,0.169616,0
2,Kmeans,0.806898,1
2,Kmeans,0.614281,1
2,Kmeans,0.584698,1
2,Kmeans,0.806069,1
2,Kmeans,0.80818,1
2,Kmeans,0.453204,1
2,Kmeans,0.736443,0
2,Kmeans,0.48647,1
2,Kmeans,0.805149,0
2,Kmeans,0.809395,1
2,Kmeans,0.811842,1
2,Kmeans,0.806586,1
2,Kmeans,0.704736,0
2,Kmeans,0.528362,1
2,Kmeans,0.760485,1
2,Kmeans,0.811797,1
2,Kmeans,0.810798,1
2,Kmeans,0.736224,1
2,Kmeans,0.786968,1
2,Kmeans,0.744098,1
2,Kmeans,0.736224,1
2,Kmeans,0.797617,1
2,Kmeans,0.665909,0
2,Kmeans,0.793288,1
2,Kmeans,0.825617,1
2,Kmeans,0.640825,0
2,Kmeans,0.825182,1
2,Kmeans,0.04641,0
2,Kmeans,0.789921,1
2,Kmeans,0.806069,1
2,Kmeans,0.708836,1
2,Kmeans,0.1748,1
2,Kmeans,0.774601,1
2,Kmeans,0.822497,1
2,Kmeans,0.803714,1
2,Kmeans,0.822062,1
2,Kmeans,0.766785,0
2,Kmeans,0.784315,0
2,Kmeans,0.789981,0
2,Kmeans,0.806898,1
2,Kmeans,0.786755,0
2,Kmeans,0.80818,1
2,Kmeans,0.781001,1
2,Kmeans,0.65569,1
2,Kmeans,0.668941,0
2,Kmeans,0.74225,0
2,Kmeans,0.774601,1
2,Kmeans,0.806069,1
2,Kmeans,0.814932,1
2,Kmeans,0.396564,1
2,Kmeans,0.402377,0
2,Kmeans,0.641268,1
2,Kmeans,0.792625,0
2,Kmeans,0.640026,1
2,Kmeans,0.674176,1
2,Kmeans,0.810918,1
2,Kmeans,0.824161,1
2,Kmeans,0.811842,1
2,Kmeans,0.819795,1
2,Kmeans,0.781001,1
2,Kmeans,0.825182,1
2,Kmeans,0.825729,1
2,Kmeans,0.23816,1
2,Kmeans,0.80818,1
2,Kmeans,0.810918,1
2,Kmeans,0.81486,1
2,Kmeans,0.811842,1
2,Kmeans,0.802181,1
2,Kmeans,0.805512,1
2,Kmeans,0.668827,1
2,Kmeans,0.825617,1
2,Kmeans,0.825182,1
2,Kmeans,0.345492,1
2,Kmeans,0.797619,0
2,Kmeans,0.797201,0
2,Kmeans,0.728043,1
2,Kmeans,0.797201,0
2,Kmeans,0.796881,0
2,Kmeans,0.817122,1
2,Kmeans,0.8207,1
2,Kmeans,0.7447,1
2,Kmeans,0.806898,1
2,Kmeans,0.718234,1
2,Kmeans,0.806586,1
2,Kmeans,0.824161,1
2,Kmeans,0.786424,0
2,Kmeans,0.466562,1
2,Kmeans,0.823782,1
2,Kmeans,0.025763,0
2,Kmeans,0.824161,1
2,Kmeans,0.717623,0
2,Kmeans,0.81486,1
2,Kmeans,0.737283,0
2,Kmeans,0.819023,1
2,Kmeans,0.696566,0
2,Kmeans,0.347391,1
2,Kmeans,0.806069,1
2,Kmeans,0.7447,1
2,Kmeans,0.825182,1
2,Kmeans,0.453204,1
2,Kmeans,0.781001,1
2,Kmeans,0.813775,1
2,Kmeans,0.807029,1
2,Kmeans,0.700318,0
2,Kmeans,0.492966,1
2,Kmeans,0.807029,1
2,Kmeans,0.811842,1
2,Kmeans,0.796631,0
2,Kmeans,0.789981,0
2,Kmeans,0.662905,0
2,Kmeans,0.819795,1
2,Kmeans,0.825729,1
2,Kmeans,0.795083,0
2,Kmeans,0.323304,1
2,Kmeans,0.782217,1
2,Kmeans,0.408767,0
2,Kmeans,0.806586,1
2,Kmeans,0.81486,1
2,Kmeans,0.797617,1
2,Kmeans,0.801436,1
2,Kmeans,0.629826,1
2,Kmeans,0.801436,1
2,Kmeans,0.818063,1
2,Kmeans,0.336796,0
2,Kmeans,0.814932,1
2,Kmeans,0.699195,1
2,Kmeans,0.725046,1
2,Kmeans,0.825182,1
2,Kmeans,0.807029,1
2,Kmeans,0.691041,0
2,Kmeans,0.817382,1
2,Kmeans,0.797617,1
2,Kmeans,0.825182,1
2,Kmeans,0.776644,1
2,Kmeans,0.809395,1
2,Kmeans,0.7447,1
