k,type,score,label
2,Kmeans,0.523847,0
2,Kmeans,0.163507,0
2,Kmeans,0.517687,0
2,Kmeans,0.573423,0
2,Kmeans,0.362998,0
2,Kmeans,0.587674,0
2,Kmeans,0.587581,0
2,Kmeans,0.275588,0
2,Kmeans,0.571573,1
2,Kmeans,0.587046,0
2,Kmeans,0.516822,0
2,Kmeans,0.54654,0
2,Kmeans,0.233115,1
2,Kmeans,0.348465,1
2,Kmeans,0.493651,1
2,Kmeans,0.568068,0
2,Kmeans,0.067384,1
2,Kmeans,0.458492,1
2,Kmeans,0.543977,0
2,Kmeans,0.54112,0
2,Kmeans,0.546049,0
2,Kmeans,0.502816,1
2,Kmeans,0.596594,0
2,Kmeans,0.465163,0
2,Kmeans,0.561524,0
2,Kmeans,0.549219,0
2,Kmeans,0.421167,0
2,Kmeans,0.533376,0
2,Kmeans,0.579015,0
2,Kmeans,0.515484,1
2,Kmeans,0.309422,1
2,Kmeans,0.417954,0
2,Kmeans,0.546373,0
2,Kmeans,0.357147,0
2,Kmeans,0.502711,1
2,Kmeans,0.414715,0
2,Kmeans,0.496917,0
2,Kmeans,0.311828,1
2,Kmeans,0.44671,0
2,Kmeans,0.514751,0
2,Kmeans,0.391425,0
2,Kmeans,0.524534,0
2,Kmeans,0.495491,0
2,Kmeans,0.581559,0
2,Kmeans,0.556608,0
2,Kmeans,-0.01858,1
2,Kmeans,0.512066,0
2,Kmeans,0.5462,0
2,Kmeans,0.533484,0
2,Kmeans,0.588425,0
2,Kmeans,0.522293,0
2,Kmeans,0.579165,0
2,Kmeans,0.49269,0
2,Kmeans,0.374866,1
2,Kmeans,0.515653,0
2,Kmeans,0.527916,0
2,Kmeans,0.538136,0
2,Kmeans,0.531331,0
2,Kmeans,0.495484,0
2,Kmeans,0.196033,1
2,Kmeans,0.456656,0
2,Kmeans,0.589595,0
2,Kmeans,0.102644,1
2,Kmeans,0.132818,0
2,Kmeans,0.584535,0
2,Kmeans,0.291734,1
2,Kmeans,0.522744,1
2,Kmeans,0.384528,0
2,Kmeans,0.52291,0
2,Kmeans,0.311465,0
2,Kmeans,0.472529,0
2,Kmeans,0.305833,0
2,Kmeans,0.265682,1
2,Kmeans,0.521043,0
2,Kmeans,0.536485,0
2,Kmeans,0.542517,0
2,Kmeans,0.498519,0
2,Kmeans,0.465232,0
2,Kmeans,0.563576,0
2,Kmeans,0.162121,1
2,Kmeans,0.539724,1
2,Kmeans,0.530269,0
2,Kmeans,0.418391,0
2,Kmeans,0.498801,0
2,Kmeans,0.455805,0
2,Kmeans,0.1803,1
2,Kmeans,0.313957,1
2,Kmeans,0.116633,0
2,Kmeans,0.522059,0
2,Kmeans,0.194916,0
2,Kmeans,0.514502,0
2,Kmeans,0.575523,0
2,Kmeans,0.167738,1
2,Kmeans,0.448845,0
2,Kmeans,0.539735,0
2,Kmeans,0.523759,0
2,Kmeans,0.558974,0
2,Kmeans,0.518081,0
2,Kmeans,0.552123,0
2,Kmeans,0.520675,0
2,Kmeans,0.054822,0
2,Kmeans,0.384675,1
2,Kmeans,0.170881,0
2,Kmeans,0.561668,0
2,Kmeans,0.331083,0
2,Kmeans,0.220407,0
2,Kmeans,0.306789,0
2,Kmeans,0.501926,0
2,Kmeans,0.267493,0
2,Kmeans,0.173357,1
2,Kmeans,0.177602,1
2,Kmeans,0.512315,0
2,Kmeans,0.561357,0
2,Kmeans,0.44677,0
2,Kmeans,0.530603,1
2,Kmeans,0.488378,0
2,Kmeans,0.485439,0
2,Kmeans,0.449227,1
2,Kmeans,0.547544,0
2,Kmeans,0.384129,0
2,Kmeans,0.534969,0
2,Kmeans,0.595554,0
2,Kmeans,0.526963,0
2,Kmeans,0.43326,0
2,Kmeans,0.544231,0
2,Kmeans,0.584388,0
2,Kmeans,0.264576,0
2,Kmeans,0.425385,1
2,Kmeans,0.52328,1
2,Kmeans,0.57702,0
2,Kmeans,0.594944,0
2,Kmeans,0.486374,1
2,Kmeans,0.485026,0
2,Kmeans,0.285779,0
2,Kmeans,0.496233,1
2,Kmeans,0.528007,0
2,Kmeans,0.603397,0
2,Kmeans,0.504399,1
2,Kmeans,0.544539,0
2,Kmeans,0.50662,0
2,Kmeans,0.530071,0
2,Kmeans,0.594097,0
2,Kmeans,0.220349,1
2,Kmeans,0.462484,1
2,Kmeans,0.56533,1
2,Kmeans,0.543628,0
2,Kmeans,0.451307,0
2,Kmeans,0.565521,0
2,Kmeans,0.356975,1
2,Kmeans,0.253448,1
2,Kmeans,0.36001,0
2,Kmeans,0.129246,1
2,Kmeans,0.470062,0
2,Kmeans,0.485167,0
2,Kmeans,0.534102,0
2,Kmeans,0.563953,0
2,Kmeans,0.01775,1
2,Kmeans,0.521403,0
2,Kmeans,0.569705,0
2,Kmeans,0.531004,1
2,Kmeans,0.24668,0
2,Kmeans,0.547677,1
2,Kmeans,0.497534,0
2,Kmeans,0.552784,0
2,Kmeans,0.484021,0
2,Kmeans,0.587255,0
2,Kmeans,0.509378,0
2,Kmeans,0.604937,0
2,Kmeans,0.482738,0
2,Kmeans,0.51722,0
2,Kmeans,0.291859,0
2,Kmeans,0.137574,0
2,Kmeans,0.367061,0
2,Kmeans,0.454169,0
2,Kmeans,0.470323,0
2,Kmeans,0.4238,0
2,Kmeans,0.577339,0
2,Kmeans,0.475205,0
2,Kmeans,0.406166,0
2,Kmeans,0.359917,0
2,Kmeans,0.571388,0
2,Kmeans,0.534328,1
2,Kmeans,0.528503,0
2,Kmeans,0.138848,0
2,Kmeans,0.452939,0
2,Kmeans,0.541292,0
2,Kmeans,0.45251,0
2,Kmeans,0.514324,0
2,Kmeans,0.478448,0
2,Kmeans,0.520004,0
2,Kmeans,0.42147,0
2,Kmeans,0.536506,1
2,Kmeans,0.472514,0
2,Kmeans,0.43244,0
2,Kmeans,0.318377,0
2,Kmeans,0.497431,1
2,Kmeans,0.594138,0
2,Kmeans,0.546964,0
2,Kmeans,0.538471,0
2,Kmeans,0.146107,1
2,Kmeans,0.29235,1
2,Kmeans,0.525429,0
2,Kmeans,0.130513,1
2,Kmeans,0.548926,1
2,Kmeans,0.594387,0
2,Kmeans,0.048918,0
2,Kmeans,0.353672,1
2,Kmeans,0.447398,0
2,Kmeans,0.388199,0
2,Kmeans,0.525529,0
2,Kmeans,0.594669,0
2,Kmeans,0.549889,0
2,Kmeans,0.528327,0
2,Kmeans,0.079785,0
2,Kmeans,0.409739,0
2,Kmeans,0.454618,0
2,Kmeans,0.499596,0
2,Kmeans,0.599174,0
2,Kmeans,0.524648,1
2,Kmeans,0.498109,0
2,Kmeans,0.562993,0
2,Kmeans,0.561893,1
2,Kmeans,0.582561,0
2,Kmeans,0.224467,0
2,Kmeans,0.323782,0
2,Kmeans,0.543886,1
2,Kmeans,0.099653,0
2,Kmeans,0.535863,0
2,Kmeans,0.528401,1
2,Kmeans,0.515346,0
2,Kmeans,0.43193,0
2,Kmeans,0.505801,0
2,Kmeans,0.500159,0
2,Kmeans,0.251508,1
2,Kmeans,0.456971,1
2,Kmeans,0.563457,0
2,Kmeans,0.579548,0
2,Kmeans,0.382078,0
2,Kmeans,0.601084,0
2,Kmeans,0.535736,1
2,Kmeans,0.559498,1
2,Kmeans,0.303836,0
2,Kmeans,0.380723,0
2,Kmeans,0.563343,0
2,Kmeans,0.428756,1
2,Kmeans,0.038201,0
2,Kmeans,0.354841,0
2,Kmeans,0.282583,0
2,Kmeans,0.55686,0
2,Kmeans,0.04381,1
2,Kmeans,0.534528,0
2,Kmeans,0.597368,0
2,Kmeans,0.387949,1
2,Kmeans,0.345738,0
2,Kmeans,0.557291,1
2,Kmeans,0.535121,0
2,Kmeans,0.442036,0
2,Kmeans,0.393569,0
2,Kmeans,0.537692,0
2,Kmeans,0.324021,0
2,Kmeans,0.004101,1
2,Kmeans,0.230971,1
2,Kmeans,0.567499,0
2,Kmeans,0.351185,0
2,Kmeans,0.486149,0
2,Kmeans,0.31993,0
2,Kmeans,0.373429,0
2,Kmeans,0.013136,1
2,Kmeans,0.510153,0
2,Kmeans,0.409956,0
2,Kmeans,0.551075,0
2,Kmeans,0.591737,0
2,Kmeans,0.118895,1
2,Kmeans,0.560786,0
2,Kmeans,0.366099,0
2,Kmeans,0.231686,0
2,Kmeans,0.421236,0
2,Kmeans,0.488932,0
2,Kmeans,0.478733,0
2,Kmeans,0.463884,1
2,Kmeans,0.54423,0
2,Kmeans,0.511672,0
2,Kmeans,0.579115,0
2,Kmeans,0.276104,0
2,Kmeans,0.428542,0
2,Kmeans,0.599485,0
2,Kmeans,0.501461,0
2,Kmeans,0.493522,1
2,Kmeans,0.417354,1
2,Kmeans,0.532355,1
2,Kmeans,0.503346,1
2,Kmeans,0.433341,0
2,Kmeans,0.26344,1
2,Kmeans,0.54998,0
2,Kmeans,0.347004,1
2,Kmeans,0.540528,0
2,Kmeans,0.484765,1
2,Kmeans,0.349932,0
2,Kmeans,0.574288,1
2,Kmeans,0.584421,0
2,Kmeans,0.284354,0
2,Kmeans,0.133772,0
2,Kmeans,0.256566,0
2,Kmeans,0.291594,0
2,Kmeans,0.043767,1
2,Kmeans,0.13022,1
2,Kmeans,0.380411,0
2,Kmeans,0.218338,0
2,Kmeans,0.543475,1
2,Kmeans,0.469037,1
2,Kmeans,0.580818,0
2,Kmeans,0.534264,0
2,Kmeans,0.584774,0
2,Kmeans,0.309396,0
2,Kmeans,0.224679,1
2,Kmeans,0.467424,0
2,Kmeans,0.283946,1
2,Kmeans,0.370687,0
2,Kmeans,0.196194,0
2,Kmeans,0.389187,0
2,Kmeans,0.483155,1
2,Kmeans,0.53646,0
2,Kmeans,-0.000288,1
2,Kmeans,0.321117,0
2,Kmeans,0.550509,1
2,Kmeans,0.468644,0
2,Kmeans,0.409673,1
2,Kmeans,0.431793,0
2,Kmeans,0.57209,1
2,Kmeans,0.509477,0
2,Kmeans,0.543985,0
2,Kmeans,0.271499,1
2,Kmeans,0.598878,0
2,Kmeans,0.18229,0
2,Kmeans,0.341813,1
2,Kmeans,0.526129,0
2,Kmeans,0.498727,1
2,Kmeans,0.323797,0
2,Kmeans,0.564618,1
2,Kmeans,0.351,1
2,Kmeans,0.398955,0
2,Kmeans,0.506288,1
2,Kmeans,0.088793,0
2,Kmeans,0.23456,0
2,Kmeans,0.572805,0
2,Kmeans,0.506253,0
2,Kmeans,0.529283,0
2,Kmeans,0.231597,1
2,Kmeans,0.341114,0
2,Kmeans,0.295606,0
2,Kmeans,0.474057,0
2,Kmeans,0.425648,0
2,Kmeans,0.520581,0
2,Kmeans,0.424833,0
2,Kmeans,0.538187,0
2,Kmeans,0.444948,0
2,Kmeans,0.567189,0
2,Kmeans,0.513299,1
2,Kmeans,0.126376,0
2,Kmeans,0.547069,1
2,Kmeans,0.456646,0
2,Kmeans,0.594335,0
2,Kmeans,0.585129,0
2,Kmeans,0.438095,0
2,Kmeans,0.578002,0
2,Kmeans,0.43432,1
2,Kmeans,0.217944,0
2,Kmeans,0.537822,0
2,Kmeans,0.442145,1
2,Kmeans,0.509748,0
2,Kmeans,0.56214,0
2,Kmeans,0.581756,0
2,Kmeans,0.588114,0
2,Kmeans,0.312478,0
2,Kmeans,0.4799,0
2,Kmeans,0.491704,0
2,Kmeans,0.420864,1
2,Kmeans,0.437987,0
2,Kmeans,0.527053,0
2,Kmeans,0.546456,1
2,Kmeans,0.379819,0
2,Kmeans,0.474475,0
2,Kmeans,0.187419,1
2,Kmeans,0.454285,0
2,Kmeans,0.425926,0
2,Kmeans,0.575911,0
2,Kmeans,0.322697,1
2,Kmeans,0.537681,1
2,Kmeans,0.472236,0
2,Kmeans,0.316777,0
2,Kmeans,0.328288,1
2,Kmeans,0.155758,0
2,Kmeans,-0.009338,1
2,Kmeans,0.487903,1
2,Kmeans,0.542708,1
2,Kmeans,0.222766,0
2,Kmeans,0.529713,0
2,Kmeans,0.061038,1
2,Kmeans,0.467798,0
2,Kmeans,0.13474,1
2,Kmeans,0.495627,1
2,Kmeans,0.178713,0
2,Kmeans,0.537921,1
2,Kmeans,0.044474,0
2,Kmeans,0.236956,1
2,Kmeans,0.18227,0
2,Kmeans,0.484742,0
2,Kmeans,0.491814,0
2,Kmeans,0.486255,1
2,Kmeans,0.591519,0
2,Kmeans,0.428494,0
2,Kmeans,0.54684,1
2,Kmeans,0.526191,1
2,Kmeans,0.53117,0
2,Kmeans,0.496547,0
2,Kmeans,0.551785,0
2,Kmeans,0.518903,0
2,Kmeans,0.522901,0
2,Kmeans,0.46644,1
2,Kmeans,0.490789,0
2,Kmeans,0.580165,0
2,Kmeans,0.546809,0
2,Kmeans,0.308269,0
2,Kmeans,0.001773,1
2,Kmeans,0.309486,0
2,Kmeans,0.572278,0
2,Kmeans,0.525868,0
2,Kmeans,0.554683,1
2,Kmeans,0.568305,0
2,Kmeans,0.483284,0
2,Kmeans,0.271937,0
2,Kmeans,0.593259,0
2,Kmeans,0.35115,0
2,Kmeans,0.431324,0
2,Kmeans,0.417371,1
2,Kmeans,0.509655,1
2,Kmeans,0.482999,1
2,Kmeans,0.480229,0
2,Kmeans,0.233833,0
2,Kmeans,0.545976,0
2,Kmeans,0.428835,0
2,Kmeans,0.580916,1
2,Kmeans,0.37098,1
2,Kmeans,0.530955,0
2,Kmeans,0.587855,0
2,Kmeans,0.51265,0
2,Kmeans,0.545243,0
2,Kmeans,0.562952,1
2,Kmeans,0.529088,0
2,Kmeans,0.535572,0
2,Kmeans,0.573884,1
2,Kmeans,0.388438,1
2,Kmeans,0.594754,0
2,Kmeans,0.515528,1
2,Kmeans,0.498515,0
2,Kmeans,0.113007,0
2,Kmeans,0.208727,0
2,Kmeans,0.410926,0
2,Kmeans,0.532178,0
2,Kmeans,0.515509,0
2,Kmeans,0.285194,0
2,Kmeans,0.525899,0
2,Kmeans,0.552878,1
2,Kmeans,0.328444,1
2,Kmeans,0.292213,1
2,Kmeans,0.525323,0
2,Kmeans,0.537381,1
2,Kmeans,0.243379,0
2,Kmeans,0.355781,0
2,Kmeans,0.55898,0
2,Kmeans,0.479997,0
2,Kmeans,0.107632,0
2,Kmeans,0.46187,1
2,Kmeans,0.556364,0
2,Kmeans,0.563609,0
2,Kmeans,0.143451,0
2,Kmeans,0.54444,0
2,Kmeans,0.47943,0
2,Kmeans,0.574426,0
2,Kmeans,0.373929,1
2,Kmeans,0.106948,0
2,Kmeans,0.549525,1
2,Kmeans,0.549114,0
2,Kmeans,0.26978,0
2,Kmeans,0.57954,0
2,Kmeans,0.472594,0
2,Kmeans,0.520198,0
2,Kmeans,0.293416,1
2,Kmeans,0.481829,0
2,Kmeans,0.518136,0
2,Kmeans,0.060618,0
2,Kmeans,0.589636,0
2,Kmeans,0.46619,1
2,Kmeans,0.584441,0
2,Kmeans,0.526171,0
2,Kmeans,0.318203,0
2,Kmeans,0.287746,1
2,Kmeans,0.522975,0
2,Kmeans,0.511217,1
2,Kmeans,0.52451,0
2,Kmeans,0.567141,0
2,Kmeans,0.541352,0
2,Kmeans,0.547424,0
2,Kmeans,0.221936,0
2,Kmeans,0.415863,0
2,Kmeans,0.549159,0
2,Kmeans,0.483354,0
2,Kmeans,0.436552,0
2,Kmeans,0.326903,0
2,Kmeans,0.188825,0
2,Kmeans,0.437521,0
2,Kmeans,0.526394,0
2,Kmeans,0.544205,0
2,Kmeans,0.591208,0
2,Kmeans,0.326895,0
2,Kmeans,0.471799,0
2,Kmeans,0.527952,0
2,Kmeans,0.201164,0
2,Kmeans,0.494902,1
2,Kmeans,0.579245,0
2,Kmeans,0.126663,0
2,Kmeans,0.456211,1
2,Kmeans,0.51003,1
2,Kmeans,0.564796,0
2,Kmeans,0.413817,0
2,Kmeans,0.467972,0
2,Kmeans,0.573101,0
2,Kmeans,0.586153,0
2,Kmeans,0.494781,0
2,Kmeans,0.415263,0
2,Kmeans,0.533513,0
2,Kmeans,0.557286,0
2,Kmeans,0.582964,0
2,Kmeans,0.289305,0
2,Kmeans,0.288092,1
2,Kmeans,0.52389,0
2,Kmeans,0.455274,0
2,Kmeans,0.555803,0
2,Kmeans,0.562334,0
2,Kmeans,0.34424,1
2,Kmeans,0.526755,1
2,Kmeans,0.586086,0
2,Kmeans,0.57377,0
2,Kmeans,0.544041,0
2,Kmeans,0.541003,0
2,Kmeans,0.135964,0
2,Kmeans,0.567121,1
2,Kmeans,0.551451,1
2,Kmeans,0.47605,0
2,Kmeans,0.310432,0
2,Kmeans,0.529086,0
2,Kmeans,0.497981,0
2,Kmeans,0.597544,0
2,Kmeans,0.49288,1
2,Kmeans,0.487295,0
2,Kmeans,0.296224,1
2,Kmeans,0.519479,0
2,Kmeans,0.500069,1
2,Kmeans,0.005047,1
2,Kmeans,0.548148,0
2,Kmeans,0.585308,0
2,Kmeans,0.502011,0
2,Kmeans,0.603615,0
2,Kmeans,0.521162,1
2,Kmeans,0.159677,1
2,Kmeans,0.583151,0
2,Kmeans,0.53218,1
2,Kmeans,0.057701,0
2,Kmeans,0.517534,0
2,Kmeans,0.413486,0
2,Kmeans,0.505216,0
2,Kmeans,0.554544,0
2,Kmeans,0.470209,0
2,Kmeans,0.473808,0
2,Kmeans,0.296773,1
2,Kmeans,0.437974,1
2,Kmeans,0.43426,1
2,Kmeans,0.50841,0
2,Kmeans,0.326138,0
2,Kmeans,0.449287,0
2,Kmeans,0.561538,0
2,Kmeans,0.246085,0
2,Kmeans,0.501643,0
2,Kmeans,0.597101,0
2,Kmeans,0.503231,1
2,Kmeans,0.519867,1
2,Kmeans,0.068685,1
2,Kmeans,0.470731,0
2,Kmeans,0.521224,0
2,Kmeans,0.511261,0
2,Kmeans,0.499525,0
2,Kmeans,0.499699,1
2,Kmeans,0.433717,0
2,Kmeans,0.394397,0
2,Kmeans,0.228646,0
2,Kmeans,0.088342,0
2,Kmeans,0.294556,0
2,Kmeans,0.54696,1
2,Kmeans,0.541145,0
2,Kmeans,0.314338,1
2,Kmeans,0.327973,1
2,Kmeans,0.596233,0
2,Kmeans,0.538363,1
2,Kmeans,0.564162,1
2,Kmeans,0.505349,1
2,Kmeans,0.529021,0
2,Kmeans,0.444783,0
2,Kmeans,0.58378,0
2,Kmeans,0.038906,1
2,Kmeans,0.587572,0
2,Kmeans,0.524121,1
2,Kmeans,0.43829,0
2,Kmeans,0.541899,1
2,Kmeans,0.585373,0
2,Kmeans,0.374032,0
2,Kmeans,0.532266,0
2,Kmeans,0.497664,0
2,Kmeans,0.571657,1
2,Kmeans,0.366251,0
2,Kmeans,0.331043,1
2,Kmeans,0.109394,1
2,Kmeans,0.515663,0
2,Kmeans,0.081945,0
2,Kmeans,0.292247,1
2,Kmeans,0.496232,0
2,Kmeans,0.483578,0
2,Kmeans,0.538157,0
2,Kmeans,0.221062,0
2,Kmeans,0.481891,1
2,Kmeans,0.581638,0
2,Kmeans,0.493225,0
2,Kmeans,0.226723,0
2,Kmeans,0.514097,0
2,Kmeans,0.501085,0
2,Kmeans,0.522429,0
2,Kmeans,0.48781,0
2,Kmeans,0.502096,0
2,Kmeans,0.553122,0
2,Kmeans,0.523352,0
2,Kmeans,0.460104,0
2,Kmeans,0.499133,1
2,Kmeans,0.487839,0
2,Kmeans,0.555453,0
2,Kmeans,0.53357,0
2,Kmeans,0.387873,0
2,Kmeans,0.078848,1
2,Kmeans,0.559155,1
2,Kmeans,0.097478,0
2,Kmeans,0.540479,0
2,Kmeans,0.580969,0
2,Kmeans,0.481911,1
2,Kmeans,0.047064,1
2,Kmeans,0.470915,0
2,Kmeans,0.570327,1
2,Kmeans,0.466739,0
2,Kmeans,0.460841,0
2,Kmeans,0.510205,1
2,Kmeans,0.508742,0
2,Kmeans,0.561844,0
2,Kmeans,0.310537,1
2,Kmeans,0.402188,0
2,Kmeans,0.589033,0
2,Kmeans,0.583848,0
2,Kmeans,0.298796,0
2,Kmeans,0.539906,0
2,Kmeans,0.501987,0
2,Kmeans,0.51469,0
2,Kmeans,0.537518,0
2,Kmeans,0.461206,0
2,Kmeans,0.453059,0
2,Kmeans,0.555203,0
2,Kmeans,0.59115,0
2,Kmeans,0.578878,0
2,Kmeans,0.510413,1
2,Kmeans,0.307348,0
2,Kmeans,0.475628,0
2,Kmeans,0.542355,0
2,Kmeans,0.487316,0
2,Kmeans,0.062546,1
2,Kmeans,0.569381,0
2,Kmeans,0.326701,1
2,Kmeans,0.467726,1
2,Kmeans,0.576202,0
2,Kmeans,-0.02383,1
2,Kmeans,0.582099,0
2,Kmeans,0.350653,1
2,Kmeans,0.548319,0
2,Kmeans,0.438163,0
2,Kmeans,0.493297,1
2,Kmeans,0.538323,0
2,Kmeans,0.501113,1
2,Kmeans,0.546961,0
2,Kmeans,0.487211,0
2,Kmeans,0.101065,0
2,Kmeans,0.490379,0
2,Kmeans,0.538021,0
2,Kmeans,0.460996,0
2,Kmeans,0.503257,1
2,Kmeans,0.573172,1
2,Kmeans,0.561657,0
2,Kmeans,0.226,1
2,Kmeans,0.526852,0
2,Kmeans,0.490826,0
2,Kmeans,0.487663,0
2,Kmeans,0.489525,0
2,Kmeans,0.414752,0
2,Kmeans,0.502012,0
2,Kmeans,0.037736,1
2,Kmeans,0.041317,1
2,Kmeans,0.503334,1
2,Kmeans,0.094574,0
2,Kmeans,0.465294,0
2,Kmeans,0.533941,0
2,Kmeans,0.570726,1
2,Kmeans,0.178852,0
2,Kmeans,0.556976,1
2,Kmeans,0.131229,0
2,Kmeans,0.516429,0
2,Kmeans,0.537718,1
2,Kmeans,0.581921,0
2,Kmeans,0.376363,0
2,Kmeans,0.106172,1
2,Kmeans,0.399473,1
2,Kmeans,0.494572,1
2,Kmeans,0.027267,1
2,Kmeans,0.37315,0
2,Kmeans,0.344284,0
2,Kmeans,0.526571,0
2,Kmeans,0.452741,1
2,Kmeans,0.132656,1
2,Kmeans,0.280162,1
2,Kmeans,0.600015,0
2,Kmeans,0.48693,0
2,Kmeans,0.530253,0
2,Kmeans,0.56035,0
2,Kmeans,0.522537,1
2,Kmeans,0.530543,0
2,Kmeans,0.381551,1
2,Kmeans,0.153353,1
2,Kmeans,0.392731,1
2,Kmeans,0.366583,0
2,Kmeans,0.415542,0
2,Kmeans,0.603933,0
2,Kmeans,0.448454,0
2,Kmeans,0.535285,1
2,Kmeans,0.59307,0
2,Kmeans,0.179353,0
2,Kmeans,0.214092,1
2,Kmeans,0.543738,0
2,Kmeans,0.468206,1
2,Kmeans,0.439719,0
2,Kmeans,0.502615,0
2,Kmeans,0.438034,0
2,Kmeans,0.529552,0
2,Kmeans,0.539251,0
2,Kmeans,0.57961,1
2,Kmeans,0.583101,0
2,Kmeans,0.255148,0
2,Kmeans,0.46934,0
2,Kmeans,0.526902,0
